ADM0_CODE,mean_temp_2015_country,temp_min_exclusive,temp_max_inclusive,mcfpasture,mcfdaily,mcfsolid,mcfsolidcov,mcfsolidbulk,mcfsolidadd,mcfdrylot,mcfpit1,mcfpit3,mcfpit4,mcfpit6,mcfpit12,mcfliquid1,mcfliquid3,mcfliquid4,mcfliquid6,mcfliquid12,mcfliquidnatcov1,mcfliquidnatcov3,mcfliquidnatcov4,mcfliquidnatcov6,mcfliquidnatcov12,mcfliquidsolcov1,mcfliquidsolcov3,mcfliquidsolcov4,mcfliquidsolcov6,mcfliquidsolcov12,mcflagoon,mcfbiogaslowleak1,mcfbiogaslowleak2,mcfbiogaslowleak3,mcfbiogashighleak1,mcfbiogashighleak2,mcfbiogashighleak3,mcfburned,mcfdeepnomix2,mcfdeepnomix1,mcfdeepmix2,mcfdeepmix1,mcfcompostves,mcfcompoststat,mcfcompostint,mcfcompostpass,mcflitter,mcfnolitter,mcfareobic,mcfaerproc
156,19.1296798706055,19,20,1.5,0.5,4,4,4,4,1.5,3,42,42,42,42,42,42,42,42,42,26,26,26,26,26,26,26,26,26,26,78,10,10,10,10,10,10,10,42,3,42,3,0.5,0.5,1,1,1.5,1.5,0,0
195,19.1598583307886,19,20,1.5,0.5,4,4,4,4,1.5,3,42,42,42,42,42,42,42,42,42,26,26,26,26,26,26,26,26,26,26,78,10,10,10,10,10,10,10,42,3,42,3,0.5,0.5,1,1,1.5,1.5,0,0
205,19.8019312436149,19,20,1.5,0.5,4,4,4,4,1.5,3,42,42,42,42,42,42,42,42,42,26,26,26,26,26,26,26,26,26,26,78,10,10,10,10,10,10,10,42,3,42,3,0.5,0.5,1,1,1.5,1.5,0,0
248,19.9371080744475,19,20,1.5,0.5,4,4,4,4,1.5,3,42,42,42,42,42,42,42,42,42,26,26,26,26,26,26,26,26,26,26,78,10,10,10,10,10,10,10,42,3,42,3,0.5,0.5,1,1,1.5,1.5,0,0
147296,19.6414716275533,19,20,1.5,0.5,4,4,4,4,1.5,3,42,42,42,42,42,42,42,42,42,26,26,26,26,26,26,26,26,26,26,78,10,10,10,10,10,10,10,42,3,42,3,0.5,0.5,1,1,1.5,1.5,0,0
33,20.6944622207152,20,21,1.5,0.5,4,4,4,4,1.5,3,46,46,46,46,46,46,46,46,46,29,29,29,29,29,29,29,29,29,29,78,10,10,10,10,10,10,10,46,3,46,3,0.5,0.5,1,1,1.5,1.5,0,0
43,20.6991305656922,20,21,1.5,0.5,4,4,4,4,1.5,3,46,46,46,46,46,46,46,46,46,29,29,29,29,29,29,29,29,29,29,78,10,10,10,10,10,10,10,46,3,46,3,0.5,0.5,1,1,1.5,1.5,0,0
73,20.9295596619328,20,21,1.5,0.5,4,4,4,4,1.5,3,46,46,46,46,46,46,46,46,46,29,29,29,29,29,29,29,29,29,29,78,10,10,10,10,10,10,10,46,3,46,3,0.5,0.5,1,1,1.5,1.5,0,0
121,20.6185608646326,20,21,1.5,0.5,4,4,4,4,1.5,3,46,46,46,46,46,46,46,46,46,29,29,29,29,29,29,29,29,29,29,78,10,10,10,10,10,10,10,46,3,46,3,0.5,0.5,1,1,1.5,1.5,0,0
162,20.9012690534478,20,21,1.5,0.5,4,4,4,4,1.5,3,46,46,46,46,46,46,46,46,46,29,29,29,29,29,29,29,29,29,29,78,10,10,10,10,10,10,10,46,3,46,3,0.5,0.5,1,1,1.5,1.5,0,0
267,20.4324242666866,20,21,1.5,0.5,4,4,4,4,1.5,3,46,46,46,46,46,46,46,46,46,29,29,29,29,29,29,29,29,29,29,78,10,10,10,10,10,10,10,46,3,46,3,0.5,0.5,1,1,1.5,1.5,0,0
47,21.9493392109871,21,22,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0
145,21.4707561560591,21,22,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0
178,21.6442280986853,21,22,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0
235,21.1047955987737,21,22,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0
271,21.9595932936807,21,22,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0
4,22.9179190317644,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
17,22.4199738416183,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
35,22.797749115032,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
58,22.8140497207642,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
118,22.827693417823,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
152,22.6341619721215,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
172,22.1445509773347,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
188,22.3357215169571,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
270,22.5766898830587,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
33364,22.9959574479323,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
40765,22.3782868719049,22,23,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0
8,23.2336034480578,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
61,23.6172987535965,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
79,23.710812731268,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
83,23.7793852336099,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
87,23.6726670038133,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
103,23.1254984022714,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
111,23.8337195078999,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
139,23.228531532892,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
149,23.5642223358154,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
150,23.0124821252685,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
160,23.2063356746327,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
171,23.3686976122186,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
192,23.498361895822,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
214,23.8633996963501,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
245,23.2832152048747,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
253,23.6515713833498,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
257,23.3053907041051,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
262,23.7880077809095,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
266,23.7793852336099,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
268,23.2498237513778,23,24,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0
57,24.2402383023707,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
71,24.1907800038656,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
72,24.7704625734823,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
76,24.3201591016386,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
170,24.5258688384396,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
183,24.6511878967285,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
194,24.7540338156238,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
211,24.0888948440552,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
212,24.4938294810634,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
242,24.2229932966179,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
264,24.1087052581902,24,25,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0
23,25.2377268970348,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
28,25.5303148625015,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
37,25.6599959918581,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
45,25.2909502501211,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
59,25.5970498020711,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
68,25.2836286606829,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
89,25.1272000189004,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
99,25.4795265197754,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
100,25.4596206876967,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
107,25.8838362001604,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
108,25.4716552549979,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
115,25.1252152847775,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
116,25.130812643957,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
123,25.2302285388,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
133,25.690692426806,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
144,25.6585809885661,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
153,25.5824101916932,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
158,25.4640570553866,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
161,25.8410353660584,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
168,25.5260210037231,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
180,25.9299887611574,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
191,25.2407122361146,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
196,25.1898490497084,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
200,25.2328409972014,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
208,25.7476005554199,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
209,25.7588192621867,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
215,25.820799952824,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
225,25.4464254229794,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
269,25.3951397188092,25,26,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
9,26.3257751464844,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
11,26.4453789847238,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
14,26.9433561960856,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
20,26.0545751005411,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
21,27.2084078788757,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
24,26.0750930786133,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
29,27.8894072819872,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
39,26.2533702850342,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
40,26.3956701823643,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
42,28.6320124124119,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
44,27.7336974354739,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
48,27.2549409866333,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
49,26.9849029722917,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
50,27.1038007747998,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
63,26.4417746618304,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
66,26.6729473996181,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
70,28.838668202597,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
75,27.1507736040851,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
77,27.9343789042232,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
86,26.4023238725899,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
90,27.9504542706618,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
94,27.6856192657384,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
101,26.5632184346517,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
105,27.7643402141645,26,27,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0
