ADM0_CODE,Animal_short,HerdType_short,mmspasture,mmsdaily,mmssolid,mmssolidcov,mmssolidbulk,mmssolidadd,mmsdrylot,mmspit1,mmspit3,mmspit4,mmspit6,mmspit12,mmsliquid1,mmsliquid3,mmsliquid4,mmsliquid6,mmsliquid12,mmsliquidnatcov1,mmsliquidnatcov3,mmsliquidnatcov4,mmsliquidnatcov6,mmsliquidnatcov12,mmsliquidsolcov1,mmsliquidsolcov3,mmsliquidsolcov4,mmsliquidsolcov6,mmsliquidsolcov12,mmslagoon,mmsbiogaslowleak1,mmsbiogaslowleak2,mmsbiogaslowleak3,mmsbiogashighleak1,mmsbiogashighleak2,mmsbiogashighleak3,mmsburned,mmsdeepnomix2,mmsdeepnomix1,mmsdeepmix2,mmsdeepmix1,mmscompostves,mmscompoststat,mmscompostint,mmscompostpass,mmslitter,mmsnolitter,mmsareobic,mmsaerproc,ipcc_method
2,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
2,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
2,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
2,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
2,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
2,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
3,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
3,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
3,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
3,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
3,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
3,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
3,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
3,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
4,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
4,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
4,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
4,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
4,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
4,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
4,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
4,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
5,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
5,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
5,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
5,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
5,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
5,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
5,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
5,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
7,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
7,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
7,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
7,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
7,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
7,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
7,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
7,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
8,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
8,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
8,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
8,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
8,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
8,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
8,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
8,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
9,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
9,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
9,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
9,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
9,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
9,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
9,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
9,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
11,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
11,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
11,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
11,CTL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
11,BFL,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
11,GTS,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
11,SHP,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
11,CML,,0.3,0.22,0.15,0.15,0.15,0.15,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0.4,0.4,2006
12,PGS,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.48,0.48,2006
12,CTL,DRY,0.3,0.22,0.4,0.4,0.4,0.4,0.3,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.77,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,2006
12,CHK,,0.3,0.22,0.5,0.5,0.5,0.5,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.77,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.55,0.48,0.48,2006
