"COUNTRY","ADM0_CODE","Animal_short","HerdType_short","b0","mms","ipcc_ref"
"Clipperton Island",55,"PGS","",0.19,"mmspasture","2019"
"Clipperton Island",55,"BFL","",0.19,"mmspasture","2019"
"Colombia",57,"CTL","DRY",0.13,"","2006; 2019"
"Colombia",57,"CTL","",0.1,"","2006; 2019"
"Colombia",57,"BFL","",0.1,"","2006; 2019"
"Colombia",57,"PGS","",0.29,"","2006; 2019"
"Colombia",57,"SHP","",0.13,"","2006; 2019"
"Colombia",57,"GTS","",0.13,"","2006; 2019"
"Colombia",57,"CML","",0.21,"","2006; 2019"
"Colombia",57,"CHK","LAY",0.39,"","2006; 2019"
"Colombia",57,"CHK","BRL",0.36,"","2006; 2019"
"Colombia",57,"CTL","",0.19,"mmspasture","2019"
"Colombia",57,"SHP","",0.19,"mmspasture","2019"
"Colombia",57,"GTS","",0.19,"mmspasture","2019"
"Colombia",57,"CML","",0.19,"mmspasture","2019"
"Colombia",57,"CHK","",0.19,"mmspasture","2019"
"Colombia",57,"PGS","",0.19,"mmspasture","2019"
"Colombia",57,"BFL","",0.19,"mmspasture","2019"
"Costa Rica",61,"CTL","DRY",0.13,"","2006; 2019"
"Costa Rica",61,"CTL","",0.1,"","2006; 2019"
"Costa Rica",61,"BFL","",0.1,"","2006; 2019"
"Costa Rica",61,"PGS","",0.29,"","2006; 2019"
"Costa Rica",61,"SHP","",0.13,"","2006; 2019"
"Costa Rica",61,"GTS","",0.13,"","2006; 2019"
"Costa Rica",61,"CML","",0.21,"","2006; 2019"
"Costa Rica",61,"CHK","LAY",0.39,"","2006; 2019"
"Costa Rica",61,"CHK","BRL",0.36,"","2006; 2019"
"Costa Rica",61,"CTL","",0.19,"mmspasture","2019"
"Costa Rica",61,"SHP","",0.19,"mmspasture","2019"
"Costa Rica",61,"GTS","",0.19,"mmspasture","2019"
"Costa Rica",61,"CML","",0.19,"mmspasture","2019"
"Costa Rica",61,"CHK","",0.19,"mmspasture","2019"
"Costa Rica",61,"PGS","",0.19,"mmspasture","2019"
"Costa Rica",61,"BFL","",0.19,"mmspasture","2019"
"Cuba",63,"CTL","DRY",0.13,"","2006; 2019"
"Cuba",63,"CTL","",0.1,"","2006; 2019"
"Cuba",63,"BFL","",0.1,"","2006; 2019"
"Cuba",63,"PGS","",0.29,"","2006; 2019"
"Cuba",63,"SHP","",0.13,"","2006; 2019"
"Cuba",63,"GTS","",0.13,"","2006; 2019"
"Cuba",63,"CML","",0.21,"","2006; 2019"
"Cuba",63,"CHK","LAY",0.39,"","2006; 2019"
"Cuba",63,"CHK","BRL",0.36,"","2006; 2019"
"Cuba",63,"CTL","",0.19,"mmspasture","2019"
"Cuba",63,"SHP","",0.19,"mmspasture","2019"
"Cuba",63,"GTS","",0.19,"mmspasture","2019"
"Cuba",63,"CML","",0.19,"mmspasture","2019"
"Cuba",63,"CHK","",0.19,"mmspasture","2019"
"Cuba",63,"PGS","",0.19,"mmspasture","2019"
"Cuba",63,"BFL","",0.19,"mmspasture","2019"
"Dominica",71,"CTL","DRY",0.13,"","2006; 2019"
"Dominica",71,"CTL","",0.1,"","2006; 2019"
"Dominica",71,"BFL","",0.1,"","2006; 2019"
"Dominica",71,"PGS","",0.29,"","2006; 2019"
"Dominica",71,"SHP","",0.13,"","2006; 2019"
"Dominica",71,"GTS","",0.13,"","2006; 2019"
"Dominica",71,"CML","",0.21,"","2006; 2019"
"Dominica",71,"CHK","LAY",0.39,"","2006; 2019"
"Dominica",71,"CHK","BRL",0.36,"","2006; 2019"
"Dominica",71,"CTL","",0.19,"mmspasture","2019"
"Dominica",71,"SHP","",0.19,"mmspasture","2019"
"Dominica",71,"GTS","",0.19,"mmspasture","2019"
"Dominica",71,"CML","",0.19,"mmspasture","2019"
"Dominica",71,"CHK","",0.19,"mmspasture","2019"
"Dominica",71,"PGS","",0.19,"mmspasture","2019"
"Dominica",71,"BFL","",0.19,"mmspasture","2019"
"Dominican Republic",72,"CTL","DRY",0.13,"","2006; 2019"
"Dominican Republic",72,"CTL","",0.1,"","2006; 2019"
"Dominican Republic",72,"BFL","",0.1,"","2006; 2019"
"Dominican Republic",72,"PGS","",0.29,"","2006; 2019"
"Dominican Republic",72,"SHP","",0.13,"","2006; 2019"
"Dominican Republic",72,"GTS","",0.13,"","2006; 2019"
"Dominican Republic",72,"CML","",0.21,"","2006; 2019"
"Dominican Republic",72,"CHK","LAY",0.39,"","2006; 2019"
"Dominican Republic",72,"CHK","BRL",0.36,"","2006; 2019"
"Dominican Republic",72,"CTL","",0.19,"mmspasture","2019"
"Dominican Republic",72,"SHP","",0.19,"mmspasture","2019"
"Dominican Republic",72,"GTS","",0.19,"mmspasture","2019"
"Dominican Republic",72,"CML","",0.19,"mmspasture","2019"
"Dominican Republic",72,"CHK","",0.19,"mmspasture","2019"
"Dominican Republic",72,"PGS","",0.19,"mmspasture","2019"
"Dominican Republic",72,"BFL","",0.19,"mmspasture","2019"
"Ecuador",73,"CTL","DRY",0.13,"","2006; 2019"
"Ecuador",73,"CTL","",0.1,"","2006; 2019"
"Ecuador",73,"BFL","",0.1,"","2006; 2019"
"Ecuador",73,"PGS","",0.29,"","2006; 2019"
"Ecuador",73,"SHP","",0.13,"","2006; 2019"
"Ecuador",73,"GTS","",0.13,"","2006; 2019"
"Ecuador",73,"CML","",0.21,"","2006; 2019"
"Ecuador",73,"CHK","LAY",0.39,"","2006; 2019"
"Ecuador",73,"CHK","BRL",0.36,"","2006; 2019"
"Ecuador",73,"CTL","",0.19,"mmspasture","2019"
"Ecuador",73,"SHP","",0.19,"mmspasture","2019"
"Ecuador",73,"GTS","",0.19,"mmspasture","2019"
"Ecuador",73,"CML","",0.19,"mmspasture","2019"
"Ecuador",73,"CHK","",0.19,"mmspasture","2019"
"Ecuador",73,"PGS","",0.19,"mmspasture","2019"
"Ecuador",73,"BFL","",0.19,"mmspasture","2019"
"El Salvador",75,"CTL","DRY",0.13,"","2006; 2019"
"El Salvador",75,"CTL","",0.1,"","2006; 2019"
"El Salvador",75,"BFL","",0.1,"","2006; 2019"
"El Salvador",75,"PGS","",0.29,"","2006; 2019"
"El Salvador",75,"SHP","",0.13,"","2006; 2019"
"El Salvador",75,"GTS","",0.13,"","2006; 2019"
"El Salvador",75,"CML","",0.21,"","2006; 2019"
"El Salvador",75,"CHK","LAY",0.39,"","2006; 2019"
"El Salvador",75,"CHK","BRL",0.36,"","2006; 2019"
"El Salvador",75,"CTL","",0.19,"mmspasture","2019"
"El Salvador",75,"SHP","",0.19,"mmspasture","2019"
"El Salvador",75,"GTS","",0.19,"mmspasture","2019"
"El Salvador",75,"CML","",0.19,"mmspasture","2019"
"El Salvador",75,"CHK","",0.19,"mmspasture","2019"
"El Salvador",75,"PGS","",0.19,"mmspasture","2019"
"El Salvador",75,"BFL","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"CTL","DRY",0.13,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"CTL","",0.1,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"BFL","",0.1,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"PGS","",0.29,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"SHP","",0.13,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"GTS","",0.13,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"CML","",0.21,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"CHK","LAY",0.39,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"CHK","BRL",0.36,"","2006; 2019"
"Falkland Islands (Malvinas)",81,"CTL","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"SHP","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"GTS","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"CML","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"CHK","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"PGS","",0.19,"mmspasture","2019"
"Falkland Islands (Malvinas)",81,"BFL","",0.19,"mmspasture","2019"
"French Guiana",86,"CTL","DRY",0.13,"","2006; 2019"
"French Guiana",86,"CTL","",0.1,"","2006; 2019"
"French Guiana",86,"BFL","",0.1,"","2006; 2019"
"French Guiana",86,"PGS","",0.29,"","2006; 2019"
"French Guiana",86,"SHP","",0.13,"","2006; 2019"
"French Guiana",86,"GTS","",0.13,"","2006; 2019"
"French Guiana",86,"CML","",0.21,"","2006; 2019"
"French Guiana",86,"CHK","LAY",0.39,"","2006; 2019"
"French Guiana",86,"CHK","BRL",0.36,"","2006; 2019"
"French Guiana",86,"CTL","",0.19,"mmspasture","2019"
"French Guiana",86,"SHP","",0.19,"mmspasture","2019"
"French Guiana",86,"GTS","",0.19,"mmspasture","2019"
"French Guiana",86,"CML","",0.19,"mmspasture","2019"
"French Guiana",86,"CHK","",0.19,"mmspasture","2019"
"French Guiana",86,"PGS","",0.19,"mmspasture","2019"
"French Guiana",86,"BFL","",0.19,"mmspasture","2019"
"Grenada",99,"CTL","DRY",0.13,"","2006; 2019"
"Grenada",99,"CTL","",0.1,"","2006; 2019"
"Grenada",99,"BFL","",0.1,"","2006; 2019"
"Grenada",99,"PGS","",0.29,"","2006; 2019"
"Grenada",99,"SHP","",0.13,"","2006; 2019"
"Grenada",99,"GTS","",0.13,"","2006; 2019"
"Grenada",99,"CML","",0.21,"","2006; 2019"
"Grenada",99,"CHK","LAY",0.39,"","2006; 2019"
"Grenada",99,"CHK","BRL",0.36,"","2006; 2019"
"Grenada",99,"CTL","",0.19,"mmspasture","2019"
"Grenada",99,"SHP","",0.19,"mmspasture","2019"
"Grenada",99,"GTS","",0.19,"mmspasture","2019"
"Grenada",99,"CML","",0.19,"mmspasture","2019"
"Grenada",99,"CHK","",0.19,"mmspasture","2019"
"Grenada",99,"PGS","",0.19,"mmspasture","2019"
"Grenada",99,"BFL","",0.19,"mmspasture","2019"
"Guadeloupe",100,"CTL","DRY",0.13,"","2006; 2019"
"Guadeloupe",100,"CTL","",0.1,"","2006; 2019"
"Guadeloupe",100,"BFL","",0.1,"","2006; 2019"
"Guadeloupe",100,"PGS","",0.29,"","2006; 2019"
"Guadeloupe",100,"SHP","",0.13,"","2006; 2019"
"Guadeloupe",100,"GTS","",0.13,"","2006; 2019"
"Guadeloupe",100,"CML","",0.21,"","2006; 2019"
"Guadeloupe",100,"CHK","LAY",0.39,"","2006; 2019"
"Guadeloupe",100,"CHK","BRL",0.36,"","2006; 2019"
"Guadeloupe",100,"CTL","",0.19,"mmspasture","2019"
"Guadeloupe",100,"SHP","",0.19,"mmspasture","2019"
"Guadeloupe",100,"GTS","",0.19,"mmspasture","2019"
"Guadeloupe",100,"CML","",0.19,"mmspasture","2019"
"Guadeloupe",100,"CHK","",0.19,"mmspasture","2019"
"Guadeloupe",100,"PGS","",0.19,"mmspasture","2019"
"Guadeloupe",100,"BFL","",0.19,"mmspasture","2019"
"Guatemala",103,"CTL","DRY",0.13,"","2006; 2019"
"Guatemala",103,"CTL","",0.1,"","2006; 2019"
"Guatemala",103,"BFL","",0.1,"","2006; 2019"
"Guatemala",103,"PGS","",0.29,"","2006; 2019"
"Guatemala",103,"SHP","",0.13,"","2006; 2019"
"Guatemala",103,"GTS","",0.13,"","2006; 2019"
"Guatemala",103,"CML","",0.21,"","2006; 2019"
"Guatemala",103,"CHK","LAY",0.39,"","2006; 2019"
"Guatemala",103,"CHK","BRL",0.36,"","2006; 2019"
"Guatemala",103,"CTL","",0.19,"mmspasture","2019"
"Guatemala",103,"SHP","",0.19,"mmspasture","2019"
"Guatemala",103,"GTS","",0.19,"mmspasture","2019"
"Guatemala",103,"CML","",0.19,"mmspasture","2019"
"Guatemala",103,"CHK","",0.19,"mmspasture","2019"
"Guatemala",103,"PGS","",0.19,"mmspasture","2019"
"Guatemala",103,"BFL","",0.19,"mmspasture","2019"
"Guyana",107,"CTL","DRY",0.13,"","2006; 2019"
"Guyana",107,"CTL","",0.1,"","2006; 2019"
"Guyana",107,"BFL","",0.1,"","2006; 2019"
"Guyana",107,"PGS","",0.29,"","2006; 2019"
"Guyana",107,"SHP","",0.13,"","2006; 2019"
"Guyana",107,"GTS","",0.13,"","2006; 2019"
"Guyana",107,"CML","",0.21,"","2006; 2019"
"Guyana",107,"CHK","LAY",0.39,"","2006; 2019"
"Guyana",107,"CHK","BRL",0.36,"","2006; 2019"
"Guyana",107,"CTL","",0.19,"mmspasture","2019"
"Guyana",107,"SHP","",0.19,"mmspasture","2019"
"Guyana",107,"GTS","",0.19,"mmspasture","2019"
"Guyana",107,"CML","",0.19,"mmspasture","2019"
"Guyana",107,"CHK","",0.19,"mmspasture","2019"
"Guyana",107,"PGS","",0.19,"mmspasture","2019"
"Guyana",107,"BFL","",0.19,"mmspasture","2019"
"Haiti",108,"CTL","DRY",0.13,"","2006; 2019"
"Haiti",108,"CTL","",0.1,"","2006; 2019"
"Haiti",108,"BFL","",0.1,"","2006; 2019"
"Haiti",108,"PGS","",0.29,"","2006; 2019"
"Haiti",108,"SHP","",0.13,"","2006; 2019"
"Haiti",108,"GTS","",0.13,"","2006; 2019"
"Haiti",108,"CML","",0.21,"","2006; 2019"
"Haiti",108,"CHK","LAY",0.39,"","2006; 2019"
"Haiti",108,"CHK","BRL",0.36,"","2006; 2019"
"Haiti",108,"CTL","",0.19,"mmspasture","2019"
"Haiti",108,"SHP","",0.19,"mmspasture","2019"
"Haiti",108,"GTS","",0.19,"mmspasture","2019"
"Haiti",108,"CML","",0.19,"mmspasture","2019"
"Haiti",108,"CHK","",0.19,"mmspasture","2019"
"Haiti",108,"PGS","",0.19,"mmspasture","2019"
"Haiti",108,"BFL","",0.19,"mmspasture","2019"
"Honduras",111,"CTL","DRY",0.13,"","2006; 2019"
"Honduras",111,"CTL","",0.1,"","2006; 2019"
"Honduras",111,"BFL","",0.1,"","2006; 2019"
"Honduras",111,"PGS","",0.29,"","2006; 2019"
"Honduras",111,"SHP","",0.13,"","2006; 2019"
"Honduras",111,"GTS","",0.13,"","2006; 2019"
"Honduras",111,"CML","",0.21,"","2006; 2019"
"Honduras",111,"CHK","LAY",0.39,"","2006; 2019"
"Honduras",111,"CHK","BRL",0.36,"","2006; 2019"
"Honduras",111,"CTL","",0.19,"mmspasture","2019"
"Honduras",111,"SHP","",0.19,"mmspasture","2019"
"Honduras",111,"GTS","",0.19,"mmspasture","2019"
"Honduras",111,"CML","",0.19,"mmspasture","2019"
"Honduras",111,"CHK","",0.19,"mmspasture","2019"
"Honduras",111,"PGS","",0.19,"mmspasture","2019"
"Honduras",111,"BFL","",0.19,"mmspasture","2019"
"Jamaica",123,"CTL","DRY",0.13,"","2006; 2019"
"Jamaica",123,"CTL","",0.1,"","2006; 2019"
"Jamaica",123,"BFL","",0.1,"","2006; 2019"
"Jamaica",123,"PGS","",0.29,"","2006; 2019"
"Jamaica",123,"SHP","",0.13,"","2006; 2019"
"Jamaica",123,"GTS","",0.13,"","2006; 2019"
"Jamaica",123,"CML","",0.21,"","2006; 2019"
"Jamaica",123,"CHK","LAY",0.39,"","2006; 2019"
"Jamaica",123,"CHK","BRL",0.36,"","2006; 2019"
"Jamaica",123,"CTL","",0.19,"mmspasture","2019"
"Jamaica",123,"SHP","",0.19,"mmspasture","2019"
"Jamaica",123,"GTS","",0.19,"mmspasture","2019"
"Jamaica",123,"CML","",0.19,"mmspasture","2019"
"Jamaica",123,"CHK","",0.19,"mmspasture","2019"
"Jamaica",123,"PGS","",0.19,"mmspasture","2019"
"Jamaica",123,"BFL","",0.19,"mmspasture","2019"
"Martinique",158,"CTL","DRY",0.13,"","2006; 2019"
"Martinique",158,"CTL","",0.1,"","2006; 2019"
"Martinique",158,"BFL","",0.1,"","2006; 2019"
"Martinique",158,"PGS","",0.29,"","2006; 2019"
"Martinique",158,"SHP","",0.13,"","2006; 2019"
"Martinique",158,"GTS","",0.13,"","2006; 2019"
"Martinique",158,"CML","",0.21,"","2006; 2019"
"Martinique",158,"CHK","LAY",0.39,"","2006; 2019"
"Martinique",158,"CHK","BRL",0.36,"","2006; 2019"
"Martinique",158,"CTL","",0.19,"mmspasture","2019"
"Martinique",158,"SHP","",0.19,"mmspasture","2019"
"Martinique",158,"GTS","",0.19,"mmspasture","2019"
"Martinique",158,"CML","",0.19,"mmspasture","2019"
"Martinique",158,"CHK","",0.19,"mmspasture","2019"
"Martinique",158,"PGS","",0.19,"mmspasture","2019"
"Martinique",158,"BFL","",0.19,"mmspasture","2019"
"Mexico",162,"CTL","DRY",0.13,"","2006; 2019"
"Mexico",162,"CTL","",0.1,"","2006; 2019"
"Mexico",162,"BFL","",0.1,"","2006; 2019"
"Mexico",162,"PGS","",0.29,"","2006; 2019"
"Mexico",162,"SHP","",0.13,"","2006; 2019"
"Mexico",162,"GTS","",0.13,"","2006; 2019"
"Mexico",162,"CML","",0.21,"","2006; 2019"
"Mexico",162,"CHK","LAY",0.39,"","2006; 2019"
"Mexico",162,"CHK","BRL",0.36,"","2006; 2019"
"Mexico",162,"CTL","",0.19,"mmspasture","2019"
"Mexico",162,"SHP","",0.19,"mmspasture","2019"
"Mexico",162,"GTS","",0.19,"mmspasture","2019"
"Mexico",162,"CML","",0.19,"mmspasture","2019"
"Mexico",162,"CHK","",0.19,"mmspasture","2019"
"Mexico",162,"PGS","",0.19,"mmspasture","2019"
"Mexico",162,"BFL","",0.19,"mmspasture","2019"
"Montserrat",168,"CTL","DRY",0.13,"","2006; 2019"
"Montserrat",168,"CTL","",0.1,"","2006; 2019"
"Montserrat",168,"BFL","",0.1,"","2006; 2019"
"Montserrat",168,"PGS","",0.29,"","2006; 2019"
"Montserrat",168,"SHP","",0.13,"","2006; 2019"
"Montserrat",168,"GTS","",0.13,"","2006; 2019"
"Montserrat",168,"CML","",0.21,"","2006; 2019"
"Montserrat",168,"CHK","LAY",0.39,"","2006; 2019"
"Montserrat",168,"CHK","BRL",0.36,"","2006; 2019"
"Montserrat",168,"CTL","",0.19,"mmspasture","2019"
"Montserrat",168,"SHP","",0.19,"mmspasture","2019"
"Montserrat",168,"GTS","",0.19,"mmspasture","2019"
"Montserrat",168,"CML","",0.19,"mmspasture","2019"
"Montserrat",168,"CHK","",0.19,"mmspasture","2019"
"Montserrat",168,"PGS","",0.19,"mmspasture","2019"
"Montserrat",168,"BFL","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"CTL","DRY",0.13,"","2006; 2019"
"Netherlands Antilles",176,"CTL","",0.1,"","2006; 2019"
"Netherlands Antilles",176,"BFL","",0.1,"","2006; 2019"
"Netherlands Antilles",176,"PGS","",0.29,"","2006; 2019"
"Netherlands Antilles",176,"SHP","",0.13,"","2006; 2019"
"Netherlands Antilles",176,"GTS","",0.13,"","2006; 2019"
"Netherlands Antilles",176,"CML","",0.21,"","2006; 2019"
"Netherlands Antilles",176,"CHK","LAY",0.39,"","2006; 2019"
"Netherlands Antilles",176,"CHK","BRL",0.36,"","2006; 2019"
"Netherlands Antilles",176,"CTL","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"SHP","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"GTS","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"CML","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"CHK","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"PGS","",0.19,"mmspasture","2019"
"Netherlands Antilles",176,"BFL","",0.19,"mmspasture","2019"
"Nicaragua",180,"CTL","DRY",0.13,"","2006; 2019"
"Nicaragua",180,"CTL","",0.1,"","2006; 2019"
"Nicaragua",180,"BFL","",0.1,"","2006; 2019"
"Nicaragua",180,"PGS","",0.29,"","2006; 2019"
"Nicaragua",180,"SHP","",0.13,"","2006; 2019"
"Nicaragua",180,"GTS","",0.13,"","2006; 2019"
"Nicaragua",180,"CML","",0.21,"","2006; 2019"
"Nicaragua",180,"CHK","LAY",0.39,"","2006; 2019"
"Nicaragua",180,"CHK","BRL",0.36,"","2006; 2019"
"Nicaragua",180,"CTL","",0.19,"mmspasture","2019"
"Nicaragua",180,"SHP","",0.19,"mmspasture","2019"
"Nicaragua",180,"GTS","",0.19,"mmspasture","2019"
"Nicaragua",180,"CML","",0.19,"mmspasture","2019"
"Nicaragua",180,"CHK","",0.19,"mmspasture","2019"
"Nicaragua",180,"PGS","",0.19,"mmspasture","2019"
"Nicaragua",180,"BFL","",0.19,"mmspasture","2019"
"Panama",191,"CTL","DRY",0.13,"","2006; 2019"
"Panama",191,"CTL","",0.1,"","2006; 2019"
"Panama",191,"BFL","",0.1,"","2006; 2019"
"Panama",191,"PGS","",0.29,"","2006; 2019"
"Panama",191,"SHP","",0.13,"","2006; 2019"
"Panama",191,"GTS","",0.13,"","2006; 2019"
"Panama",191,"CML","",0.21,"","2006; 2019"
"Panama",191,"CHK","LAY",0.39,"","2006; 2019"
"Panama",191,"CHK","BRL",0.36,"","2006; 2019"
"Panama",191,"CTL","",0.19,"mmspasture","2019"
"Panama",191,"SHP","",0.19,"mmspasture","2019"
"Panama",191,"GTS","",0.19,"mmspasture","2019"
"Panama",191,"CML","",0.19,"mmspasture","2019"
"Panama",191,"CHK","",0.19,"mmspasture","2019"
"Panama",191,"PGS","",0.19,"mmspasture","2019"
"Panama",191,"BFL","",0.19,"mmspasture","2019"
"Paraguay",194,"CTL","DRY",0.13,"","2006; 2019"
"Paraguay",194,"CTL","",0.1,"","2006; 2019"
"Paraguay",194,"BFL","",0.1,"","2006; 2019"
"Paraguay",194,"PGS","",0.29,"","2006; 2019"
"Paraguay",194,"SHP","",0.13,"","2006; 2019"
"Paraguay",194,"GTS","",0.13,"","2006; 2019"
"Paraguay",194,"CML","",0.21,"","2006; 2019"
"Paraguay",194,"CHK","LAY",0.39,"","2006; 2019"
"Paraguay",194,"CHK","BRL",0.36,"","2006; 2019"
"Paraguay",194,"CTL","",0.19,"mmspasture","2019"
"Paraguay",194,"SHP","",0.19,"mmspasture","2019"
"Paraguay",194,"GTS","",0.19,"mmspasture","2019"
"Paraguay",194,"CML","",0.19,"mmspasture","2019"
"Paraguay",194,"CHK","",0.19,"mmspasture","2019"
"Paraguay",194,"PGS","",0.19,"mmspasture","2019"
"Paraguay",194,"BFL","",0.19,"mmspasture","2019"
"Peru",195,"CTL","DRY",0.13,"","2006; 2019"
"Peru",195,"CTL","",0.1,"","2006; 2019"
"Peru",195,"BFL","",0.1,"","2006; 2019"
"Peru",195,"PGS","",0.29,"","2006; 2019"
"Peru",195,"SHP","",0.13,"","2006; 2019"
"Peru",195,"GTS","",0.13,"","2006; 2019"
"Peru",195,"CML","",0.21,"","2006; 2019"
"Peru",195,"CHK","LAY",0.39,"","2006; 2019"
"Peru",195,"CHK","BRL",0.36,"","2006; 2019"
"Peru",195,"CTL","",0.19,"mmspasture","2019"
"Peru",195,"SHP","",0.19,"mmspasture","2019"
"Peru",195,"GTS","",0.19,"mmspasture","2019"
"Peru",195,"CML","",0.19,"mmspasture","2019"
"Peru",195,"CHK","",0.19,"mmspasture","2019"
"Peru",195,"PGS","",0.19,"mmspasture","2019"
"Peru",195,"BFL","",0.19,"mmspasture","2019"
"Puerto Rico",200,"CTL","DRY",0.13,"","2006; 2019"
"Puerto Rico",200,"CTL","",0.1,"","2006; 2019"
"Puerto Rico",200,"BFL","",0.1,"","2006; 2019"
"Puerto Rico",200,"PGS","",0.29,"","2006; 2019"
"Puerto Rico",200,"SHP","",0.13,"","2006; 2019"
"Puerto Rico",200,"GTS","",0.13,"","2006; 2019"
"Puerto Rico",200,"CML","",0.21,"","2006; 2019"
"Puerto Rico",200,"CHK","LAY",0.39,"","2006; 2019"
"Puerto Rico",200,"CHK","BRL",0.36,"","2006; 2019"
"Puerto Rico",200,"CTL","",0.19,"mmspasture","2019"
"Puerto Rico",200,"SHP","",0.19,"mmspasture","2019"
"Puerto Rico",200,"GTS","",0.19,"mmspasture","2019"
"Puerto Rico",200,"CML","",0.19,"mmspasture","2019"
"Puerto Rico",200,"CHK","",0.19,"mmspasture","2019"
"Puerto Rico",200,"PGS","",0.19,"mmspasture","2019"
"Puerto Rico",200,"BFL","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"CTL","DRY",0.13,"","2006; 2019"
"Saint Kitts and Nevis",208,"CTL","",0.1,"","2006; 2019"
"Saint Kitts and Nevis",208,"BFL","",0.1,"","2006; 2019"
"Saint Kitts and Nevis",208,"PGS","",0.29,"","2006; 2019"
"Saint Kitts and Nevis",208,"SHP","",0.13,"","2006; 2019"
"Saint Kitts and Nevis",208,"GTS","",0.13,"","2006; 2019"
"Saint Kitts and Nevis",208,"CML","",0.21,"","2006; 2019"
"Saint Kitts and Nevis",208,"CHK","LAY",0.39,"","2006; 2019"
"Saint Kitts and Nevis",208,"CHK","BRL",0.36,"","2006; 2019"
"Saint Kitts and Nevis",208,"CTL","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"SHP","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"GTS","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"CML","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"CHK","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"PGS","",0.19,"mmspasture","2019"
"Saint Kitts and Nevis",208,"BFL","",0.19,"mmspasture","2019"
"Saint Lucia",209,"CTL","DRY",0.13,"","2006; 2019"
"Saint Lucia",209,"CTL","",0.1,"","2006; 2019"
"Saint Lucia",209,"BFL","",0.1,"","2006; 2019"
"Saint Lucia",209,"PGS","",0.29,"","2006; 2019"
"Saint Lucia",209,"SHP","",0.13,"","2006; 2019"
"Saint Lucia",209,"GTS","",0.13,"","2006; 2019"
"Saint Lucia",209,"CML","",0.21,"","2006; 2019"
"Saint Lucia",209,"CHK","LAY",0.39,"","2006; 2019"
"Saint Lucia",209,"CHK","BRL",0.36,"","2006; 2019"
"Saint Lucia",209,"CTL","",0.19,"mmspasture","2019"
"Saint Lucia",209,"SHP","",0.19,"mmspasture","2019"
"Saint Lucia",209,"GTS","",0.19,"mmspasture","2019"
"Saint Lucia",209,"CML","",0.19,"mmspasture","2019"
"Saint Lucia",209,"CHK","",0.19,"mmspasture","2019"
"Saint Lucia",209,"PGS","",0.19,"mmspasture","2019"
"Saint Lucia",209,"BFL","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"CTL","DRY",0.13,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"CTL","",0.1,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"BFL","",0.1,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"PGS","",0.29,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"SHP","",0.13,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"GTS","",0.13,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"CML","",0.21,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"CHK","LAY",0.39,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"CHK","BRL",0.36,"","2006; 2019"
"Saint Vincent and the Grenadines",211,"CTL","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"SHP","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"GTS","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"CML","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"CHK","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"PGS","",0.19,"mmspasture","2019"
"Saint Vincent and the Grenadines",211,"BFL","",0.19,"mmspasture","2019"
"Suriname",233,"CTL","DRY",0.13,"","2006; 2019"
"Suriname",233,"CTL","",0.1,"","2006; 2019"
"Suriname",233,"BFL","",0.1,"","2006; 2019"
