ADM0_CODE,mmspasture,mmsdaily,mmssolid,mmssolidcov,mmssolidbulk,mmssolidadd,mmsdrylot,mmspit1,mmspit3,mmspit4,mmspit6,mmspit12,mmsliquid1,mmsliquid3,mmsliquid4,mmsliquid6,mmsliquid12,mmsliquidnatcov1,mmsliquidnatcov3,mmsliquidnatcov4,mmsliquidnatcov6,mmsliquidnatcov12,mmsliquidsolcov1,mmsliquidsolcov3,mmsliquidsolcov4,mmsliquidsolcov6,mmsliquidsolcov12,mmslagoon,mmsbiogaslowleak1,mmsbiogaslowleak2,mmsbiogaslowleak3,mmsbiogashighleak1,mmsbiogashighleak2,mmsbiogashighleak3,mmsburned,mmsdeepnomix2,mmsdeepnomix1,mmsdeepmix2,mmsdeepmix1,mmscompostves,mmscompoststat,mmscompostint,mmscompostpass,mmslitter,mmsnolitter,mmsareobic,mmsaerproc,ipcc_method
47,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
145,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
178,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
235,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
271,1.5,0.5,4,4,4,4,1.5,3,50,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,31,31,78,10,10,10,10,10,10,10,50,3,50,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
4,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
17,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
35,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
58,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
118,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
152,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
172,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
188,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
270,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
33364,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
40765,1.5,0.5,4,4,4,4,1.5,3,55,55,55,55,55,55,55,55,55,34,34,34,34,34,34,34,34,34,34,79,10,10,10,10,10,10,10,55,3,55,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
8,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
61,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
79,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
83,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
87,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
103,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
111,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
139,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
149,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
150,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
160,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
171,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
192,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
214,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
245,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
253,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
257,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
262,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
266,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
268,1.5,0.5,4,4,4,4,1.5,3,60,60,60,60,60,60,60,60,60,37,37,37,37,37,37,37,37,37,37,79,10,10,10,10,10,10,10,60,3,60,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
57,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
71,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
72,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
76,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
170,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
183,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
194,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
211,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
212,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
242,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
264,1.5,0.5,4,4,4,4,1.5,3,65,65,65,65,65,65,65,65,65,41,41,41,41,41,41,41,41,41,41,79,10,10,10,10,10,10,10,65,3,65,3,0.5,0.5,1,1,1.5,1.5,0,0,2006
23,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
28,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
37,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
45,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
59,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
68,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
89,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
99,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
100,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
107,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
108,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
115,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
116,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
123,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
133,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
144,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
153,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
158,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
161,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
168,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
180,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
191,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
196,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
200,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
208,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
209,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
215,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
225,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
269,2,1,5,5,5,5,2,30,71,71,71,71,71,71,71,71,71,44,44,44,44,44,44,44,44,44,44,79,10,10,10,10,10,10,10,71,30,71,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
9,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
11,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
14,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
20,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
21,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
24,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
29,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
39,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
40,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
42,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
44,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
48,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
49,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
50,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
63,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
66,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
70,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
75,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
77,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
86,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
90,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
94,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
101,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
105,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
106,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
137,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
155,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
159,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
163,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
176,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
181,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
182,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
185,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
187,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
189,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
201,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
217,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
221,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
222,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
226,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
231,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
233,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
240,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
243,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
246,2,1,5,5,5,5,2,30,78,78,78,78,78,78,78,78,78,48,48,48,48,48,48,48,48,48,48,80,10,10,10,10,10,10,10,78,30,78,30,0.5,0.5,1.5,1.5,1.5,1.5,0,0,2006
