Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","254","French Guiana","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","2","A","Official figure",""
"RL","Land Use","254","French Guiana","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","12.4","A","Official figure",""
"RL","Land Use","258","French Polynesia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.2826","I","Imputed value",""
"RL","Land Use","258","French Polynesia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.314","I","Imputed value",""
"RL","Land Use","258","French Polynesia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","20","I","Imputed value",""
"RL","Land Use","266","Gabon","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","36.7419","I","Imputed value",""
"RL","Land Use","266","Gabon","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","40.822","I","Imputed value",""
"RL","Land Use","266","Gabon","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1658.236","I","Imputed value",""
"RL","Land Use","270","Gambia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","50.8733","I","Imputed value",""
"RL","Land Use","270","Gambia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","56.5227","I","Imputed value",""
"RL","Land Use","270","Gambia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","187","I","Imputed value",""
"RL","Land Use","268","Georgia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","7.1","I","Imputed value",""
"RL","Land Use","268","Georgia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","96.9","I","Imputed value",""
"RL","Land Use","268","Georgia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1940.4","A","Official figure",""
"RL","Land Use","276","Germany","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","2746","A","Official figure",""
"RL","Land Use","276","Germany","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","310","A","Official figure",""
"RL","Land Use","276","Germany","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","4677","A","Official figure",""
"RL","Land Use","288","Ghana","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","505.1855","I","Imputed value",""
"RL","Land Use","288","Ghana","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","561.2854","I","Imputed value",""
"RL","Land Use","288","Ghana","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","5458.3406","I","Imputed value",""
"RL","Land Use","300","Greece","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","300","Greece","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","367","A","Official figure",""
"RL","Land Use","300","Greece","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","2917","A","Official figure",""
"RL","Land Use","304","Greenland","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","243.1","A","Official figure",""
"RL","Land Use","308","Grenada","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.3392","I","Imputed value",""
"RL","Land Use","308","Grenada","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.3768","I","Imputed value",""
"RL","Land Use","308","Grenada","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","312","Guadeloupe","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.054","A","Official figure",""
"RL","Land Use","312","Guadeloupe","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","2","A","Official figure",""
"RL","Land Use","312","Guadeloupe","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","26.8","A","Official figure",""
"RL","Land Use","316","Guam","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.1131","I","Imputed value",""
"RL","Land Use","316","Guam","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.1256","I","Imputed value",""
"RL","Land Use","316","Guam","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","8","I","Imputed value",""
"RL","Land Use","320","Guatemala","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","320","Guatemala","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","170","A","Official figure",""
"RL","Land Use","320","Guatemala","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1811","A","Official figure",""
"RL","Land Use","324","Guinea","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","324","Guinea","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","764.6982","I","Imputed value",""
"RL","Land Use","324","Guinea","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","10700","I","Imputed value",""
"RL","Land Use","624","Guinea-Bissau","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","33.9156","I","Imputed value",""
"RL","Land Use","624","Guinea-Bissau","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","37.6818","I","Imputed value",""
"RL","Land Use","624","Guinea-Bissau","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","239.79","I","Imputed value",""
"RL","Land Use","328","Guyana","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","47.4818","I","Imputed value",""
"RL","Land Use","328","Guyana","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","52.7545","I","Imputed value",""
"RL","Land Use","328","Guyana","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","594","I","Imputed value",""
"RL","Land Use","332","Haiti","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","275.8876","I","Imputed value",""
"RL","Land Use","332","Haiti","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","5.7287","I","Imputed value",""
"RL","Land Use","332","Haiti","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","490","I","Imputed value",""
"RL","Land Use","340","Honduras","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","115.0868","I","Imputed value",""
"RL","Land Use","340","Honduras","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","127.867","I","Imputed value",""
"RL","Land Use","340","Honduras","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1817","I","Imputed value",""
"RL","Land Use","348","Hungary","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","20","A","Official figure",""
"RL","Land Use","348","Hungary","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","131","A","Official figure",""
"RL","Land Use","348","Hungary","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","761","A","Official figure",""
"RL","Land Use","352","Iceland","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","115","A","Official figure",""
"RL","Land Use","352","Iceland","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","1","A","Official figure",""
"RL","Land Use","352","Iceland","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1751","A","Official figure",""
"RL","Land Use","356","India","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","11148.2012","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","26181","A","Official figure",""
"RL","Land Use","356","India","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","10262","A","Official figure",""
"RL","Land Use","360","Indonesia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","283.052","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","10194","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","11000","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","3569","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","29477","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","3405.75","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","4000","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","95","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3976","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","19.8","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","17.2","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","90","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","140","A","Official figure",""
"RL","Land Use","380","Italy","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","2013","A","Official figure",""
"RL","Land Use","380","Italy","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","271","A","Official figure",""
"RL","Land Use","380","Italy","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3897","A","Official figure",""
"RL","Land Use","388","Jamaica","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","13.5662","I","Imputed value",""
"RL","Land Use","388","Jamaica","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","15.0727","I","Imputed value",""
"RL","Land Use","388","Jamaica","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","229","I","Imputed value",""
"RL","Land Use","392","Japan","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","1072","A","Official figure",""
"RL","Land Use","392","Japan","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","392","Japan","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","350","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","400","Jordan","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","47.7","A","Official figure",""
"RL","Land Use","400","Jordan","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","742","A","Official figure",""
"RL","Land Use","398","Kazakhstan","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","2266.137","I","Imputed value",""
"RL","Land Use","398","Kazakhstan","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","4798.4","A","Official figure",""
"RL","Land Use","398","Kazakhstan","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","186526.6","A","Official figure",""
"RL","Land Use","404","Kenya","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","920.2389","I","Imputed value",""
"RL","Land Use","404","Kenya","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","728.5152","I","Imputed value",""
"RL","Land Use","404","Kenya","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","21300","I","Imputed value",""
"RL","Land Use","296","Kiribati","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.2261","I","Imputed value",""
"RL","Land Use","296","Kiribati","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.2512","I","Imputed value",""
"RL","Land Use","414","Kuwait","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.8705","I","Imputed value",""
"RL","Land Use","414","Kuwait","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.9672","I","Imputed value",""
"RL","Land Use","414","Kuwait","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","136","I","Imputed value",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","302.4253","I","Imputed value",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","3.2","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","9200.6","A","Official figure",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","178.4","I","Imputed value",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","677","I","Imputed value",""
"RL","Land Use","428","Latvia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","338.5","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","60","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","648","A","Official figure",""
"RL","Land Use","422","Lebanon","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","422","Lebanon","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","12","I","Imputed value",""
"RL","Land Use","422","Lebanon","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","400","I","Imputed value",""
"RL","Land Use","426","Lesotho","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","426","Lesotho","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","46","A","Official figure",""
"RL","Land Use","426","Lesotho","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","2000","I","Imputed value",""
"RL","Land Use","430","Liberia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","56.5259","I","Imputed value",""
"RL","Land Use","430","Liberia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","62.803","I","Imputed value",""
"RL","Land Use","430","Liberia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1116.4532","I","Imputed value",""
"RL","Land Use","434","Libya","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","194.4492","I","Imputed value",""
"RL","Land Use","434","Libya","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","216.0424","I","Imputed value",""
"RL","Land Use","434","Libya","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","13300","I","Imputed value",""
"RL","Land Use","438","Liechtenstein","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.2046","I","Imputed value",""
"RL","Land Use","438","Liechtenstein","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.2273","I","Imputed value",""
"RL","Land Use","438","Liechtenstein","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3.41","I","Imputed value",""
"RL","Land Use","440","Lithuania","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","311","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","90.9","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","799","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","12.05","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.28","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","66.92","A","Official figure",""
"RL","Land Use","450","Madagascar","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","339.1556","I","Imputed value",""
"RL","Land Use","450","Madagascar","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","376.8182","I","Imputed value",""
"RL","Land Use","450","Madagascar","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","37295","I","Imputed value",""
"RL","Land Use","454","Malawi","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","413.3176","I","Imputed value",""
"RL","Land Use","454","Malawi","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","459.2158","I","Imputed value",""
"RL","Land Use","454","Malawi","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1850","I","Imputed value",""
"RL","Land Use","458","Malaysia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","92","A","Official figure",""
"RL","Land Use","458","Malaysia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","120","A","Official figure",""
"RL","Land Use","458","Malaysia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","285","I","Imputed value",""
"RL","Land Use","462","Maldives","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.4409","I","Imputed value",""
"RL","Land Use","462","Maldives","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.4899","I","Imputed value",""
"RL","Land Use","462","Maldives","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","466","Mali","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","361","I","Imputed value",""
"RL","Land Use","466","Mali","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","1000","I","Imputed value",""
"RL","Land Use","466","Mali","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","34640","I","Imputed value",""
"RL","Land Use","470","Malta","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","470","Malta","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.96","A","Official figure",""
"RL","Land Use","584","Marshall Islands","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.0565","I","Imputed value",""
"RL","Land Use","584","Marshall Islands","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.0628","I","Imputed value",""
"RL","Land Use","474","Martinique","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.368","A","Official figure",""
"RL","Land Use","474","Martinique","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","2.7","A","Official figure",""
"RL","Land Use","474","Martinique","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","14","A","Official figure",""
"RL","Land Use","478","Mauritania","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","50.8733","I","Imputed value",""
"RL","Land Use","478","Mauritania","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","56.5227","I","Imputed value",""
"RL","Land Use","478","Mauritania","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","39250","I","Imputed value",""
"RL","Land Use","480","Mauritius","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","8.4789","I","Imputed value",""
"RL","Land Use","480","Mauritius","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","9.4205","I","Imputed value",""
"RL","Land Use","480","Mauritius","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","7","I","Imputed value",""
"RL","Land Use","175","Mayotte","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","2.2016","I","Imputed value",""
"RL","Land Use","175","Mayotte","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","11","I","Imputed value",""
"RL","Land Use","175","Mayotte","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","0.02","I","Imputed value",""
"RL","Land Use","484","Mexico","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","1942","A","Official figure",""
"RL","Land Use","484","Mexico","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","5080","A","Official figure",""
"RL","Land Use","484","Mexico","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","73937","A","Official figure",""
"RL","Land Use","583","Micronesia (Federated States of)","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.2261","I","Imputed value",""
"RL","Land Use","583","Micronesia (Federated States of)","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.2512","I","Imputed value",""
"RL","Land Use","583","Micronesia (Federated States of)","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3","I","Imputed value",""
"RL","Land Use","496","Mongolia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","496","Mongolia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","304.95","A","Official figure",""
"RL","Land Use","496","Mongolia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","112331.3","A","Official figure",""
"RL","Land Use","499","Montenegro","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","1.4","I","Imputed value",""
"RL","Land Use","499","Montenegro","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.07","X","Figure from international organizations",""
"RL","Land Use","499","Montenegro","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","217.6","A","Official figure",""
"RL","Land Use","500","Montserrat","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.2261","I","Imputed value",""
"RL","Land Use","500","Montserrat","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.2512","I","Imputed value",""
"RL","Land Use","500","Montserrat","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","504","Morocco","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","466","I","Imputed value",""
"RL","Land Use","504","Morocco","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","1164","A","Official figure",""
"RL","Land Use","504","Morocco","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","21000","I","Imputed value",""
"RL","Land Use","508","Mozambique","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","971.4172","I","Imputed value",""
"RL","Land Use","508","Mozambique","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","377","A","Official figure",""
"RL","Land Use","508","Mozambique","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","34748","I","Imputed value",""
"RL","Land Use","104","Myanmar","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","104","Myanmar","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","443","A","Official figure",""
"RL","Land Use","104","Myanmar","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","306","A","Official figure",""
"RL","Land Use","516","Namibia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","90.4415","I","Imputed value",""
"RL","Land Use","516","Namibia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","100.4848","I","Imputed value",""
"RL","Land Use","516","Namibia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","38000","I","Imputed value",""
"RL","Land Use","524","Nepal","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","9.7091","I","Imputed value",""
"RL","Land Use","524","Nepal","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","41.9091","I","Imputed value",""
"RL","Land Use","524","Nepal","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1795.3","I","Imputed value",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","242","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","7","A","Official figure",""
"RL","Land Use","528","Netherlands (Kingdom of the)","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","766","A","Official figure",""
"RL","Land Use","540","New Caledonia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","540","New Caledonia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","1.78","A","Official figure",""
"RL","Land Use","540","New Caledonia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","174.33","A","Official figure",""
"RL","Land Use","554","New Zealand","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","54.0388","I","Imputed value",""
"RL","Land Use","554","New Zealand","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","60.0397","I","Imputed value",""
"RL","Land Use","554","New Zealand","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","10167","A","Official figure",""
"RL","Land Use","558","Nicaragua","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","558","Nicaragua","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","702","I","Imputed value",""
"RL","Land Use","558","Nicaragua","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3274","I","Imputed value",""
"RL","Land Use","562","Niger","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","1899.2712","I","Imputed value",""
"RL","Land Use","562","Niger","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","2110.1818","I","Imputed value",""
"RL","Land Use","562","Niger","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","28782","I","Imputed value",""
"RL","Land Use","566","Nigeria","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","4080.8329","I","Imputed value",""
"RL","Land Use","566","Nigeria","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","4534.002","I","Imputed value",""
"RL","Land Use","566","Nigeria","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","25140","I","Imputed value",""
"RL","Land Use","570","Niue","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.1986","I","Imputed value",""
"RL","Land Use","570","Niue","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.04","I","Imputed value",""
"RL","Land Use","570","Niue","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","574","Norfolk Island","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1","I","Imputed value",""
"RL","Land Use","807","North Macedonia","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","A","Official figure",""
"RL","Land Use","807","North Macedonia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","137","A","Official figure",""
"RL","Land Use","807","North Macedonia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","809","A","Official figure",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0.0283","I","Imputed value",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0.0314","I","Imputed value",""
"RL","Land Use","580","Northern Mariana Islands","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","1.2","I","Imputed value",""
"RL","Land Use","578","Norway","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","479.918","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","1.944","A","Official figure",""
"RL","Land Use","578","Norway","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","175.873","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","31.86","A","Official figure",""
"RL","Land Use","512","Oman","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0","I","Imputed value",""
