Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","854","Burkina Faso","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","2550","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1400000","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","2200000","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1150000","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","112760","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","471805","I","Imputed value",""
"QCL","Crops and livestock products","108","Burundi","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","45000","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","6813","I","Imputed value",""
"QCL","Crops and livestock products","132","Cabo Verde","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","86781","I","Imputed value",""
"QCL","Crops and livestock products","116","Cambodia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","122475","I","Imputed value",""
"QCL","Crops and livestock products","120","Cameroon","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","330000","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","968328","I","Imputed value",""
"QCL","Crops and livestock products","120","Cameroon","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1008067","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","945600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","140","Central African Republic","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","313554","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","197842","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","982160","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1372030","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","840129","I","Imputed value",""
"QCL","Crops and livestock products","152","Chile","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","500000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","231463","I","Imputed value",""
"QCL","Crops and livestock products","159","China","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","5749170","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","64411","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","11859123","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1320924","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","41384105","E","Estimated value",""
"QCL","Crops and livestock products","344","China, Hong Kong SAR","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","20","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","5749170","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","64411","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","11799000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1269901","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","41384105","I","Imputed value",""
"QCL","Crops and livestock products","158","China, Taiwan Province of","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","60103","A","Official figure",""
"QCL","Crops and livestock products","158","China, Taiwan Province of","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","51023","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","2720258","A","Official figure",""
"QCL","Crops and livestock products","174","Comoros","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","9584","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","2800","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","804000","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","70000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","295000","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","155100","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","20200","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","60000","A","Official figure",""
"QCL","Crops and livestock products","192","Cuba","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","401000","A","Official figure",""
"QCL","Crops and livestock products","192","Cuba","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","12800","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","23046","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","147293","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","205711","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","368234","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","203","Czechia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","35871","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","7935","I","Imputed value",""
"QCL","Crops and livestock products","208","Denmark","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","561004","A","Official figure",""
"QCL","Crops and livestock products","262","Djibouti","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","30412","I","Imputed value",""
"QCL","Crops and livestock products","262","Djibouti","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","25445","I","Imputed value",""
"QCL","Crops and livestock products","212","Dominica","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","7443","I","Imputed value",""
"QCL","Crops and livestock products","214","Dominican Republic","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","460000","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","218","Ecuador","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","860886","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","26000","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","170000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","1685233","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","818","Egypt","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1735775","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1495000","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1930000","E","Estimated value",""
"QCL","Crops and livestock products","222","El Salvador","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","229331","A","Official figure",""
"QCL","Crops and livestock products","232","Eritrea","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","72364","I","Imputed value",""
"QCL","Crops and livestock products","232","Eritrea","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","715000","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","180497","I","Imputed value",""
"QCL","Crops and livestock products","232","Eritrea","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","222853","I","Imputed value",""
"QCL","Crops and livestock products","233","Estonia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","95600","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1900","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","748","Eswatini","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","134285","I","Imputed value",""
"QCL","Crops and livestock products","231","Ethiopia","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","316999","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","11326490","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1117228","I","Imputed value",""
"QCL","Crops and livestock products","231","Ethiopia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","2405980","I","Imputed value",""
"QCL","Crops and livestock products","234","Faroe Islands","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1113","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","32000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","246","Finland","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","285147","A","Official figure",""
"QCL","Crops and livestock products","250","France","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","3661183","A","Official figure",""
"QCL","Crops and livestock products","250","France","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","864563","A","Official figure",""
"QCL","Crops and livestock products","250","France","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1231793","A","Official figure",""
"QCL","Crops and livestock products","258","French Polynesia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","430","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","10200","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","56804","I","Imputed value",""
"QCL","Crops and livestock products","268","Georgia","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","268","Georgia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","563000","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","36900","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","137621","I","Imputed value",""
"QCL","Crops and livestock products","276","Germany","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","4284639","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","32206","I","Imputed value",""
"QCL","Crops and livestock products","288","Ghana","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","311041","I","Imputed value",""
"QCL","Crops and livestock products","300","Greece","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","389","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","130875","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","3003365","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","6284987","A","Official figure",""
"QCL","Crops and livestock products","308","Grenada","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","679","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","651221","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","13990","I","Imputed value",""
"QCL","Crops and livestock products","324","Guinea","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","717105","I","Imputed value",""
"QCL","Crops and livestock products","324","Guinea","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","342053","I","Imputed value",""
"QCL","Crops and livestock products","324","Guinea","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","215775","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","104444","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","121033","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","90685","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","39000","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","186838","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","763526","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","490125","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","255000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","13000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","17000","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","27380","A","Official figure",""
"QCL","Crops and livestock products","356","India","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","41190080","A","Official figure",""
"QCL","Crops and livestock products","356","India","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","50862","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","47168310","A","Official figure",""
"QCL","Crops and livestock products","356","India","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","32464580","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","136070","I","Imputed value",""
"QCL","Crops and livestock products","360","Indonesia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","518649","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","7416868","I","Imputed value",""
"QCL","Crops and livestock products","360","Indonesia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","6022921","I","Imputed value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","45000","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1684088","I","Imputed value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","5812181","I","Imputed value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","14570113","I","Imputed value",""
"QCL","Crops and livestock products","368","Iraq","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","54762","I","Imputed value",""
"QCL","Crops and livestock products","368","Iraq","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","4500","E","Estimated value",""
"QCL","Crops and livestock products","368","Iraq","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","380188","I","Imputed value",""
"QCL","Crops and livestock products","368","Iraq","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","657830","I","Imputed value",""
"QCL","Crops and livestock products","368","Iraq","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","3172695","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1295800","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","116000","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","97902","I","Imputed value",""
"QCL","Crops and livestock products","376","Israel","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","243014","I","Imputed value",""
"QCL","Crops and livestock products","380","Italy","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","230323","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1826484","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","588940","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","5137050","A","Official figure",""
"QCL","Crops and livestock products","388","Jamaica","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","10862","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","498004","I","Imputed value",""
"QCL","Crops and livestock products","392","Japan","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","869700","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","43350","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","561339","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1884520","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","72700","E","Estimated value",""
"QCL","Crops and livestock products","398","Kazakhstan","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","2215536","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","33900","E","Estimated value",""
"QCL","Crops and livestock products","398","Kazakhstan","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","1143370","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","5800000","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","3806343","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1670000","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","1","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","11173","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","17980","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","1284","I","Imputed value",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","725969","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","296176","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","","A","Official figure",""
"QCL","Crops and livestock products","418","Lao People's Democratic Republic","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","40682","I","Imputed value",""
"QCL","Crops and livestock products","428","Latvia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","165871","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","9123","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","60000","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","282025","I","Imputed value",""
"QCL","Crops and livestock products","422","Lebanon","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","240895","I","Imputed value",""
"QCL","Crops and livestock products","426","Lesotho","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","130000","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","6665","I","Imputed value",""
"QCL","Crops and livestock products","434","Libya","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","12650","E","Estimated value",""
"QCL","Crops and livestock products","434","Libya","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","119321","I","Imputed value",""
"QCL","Crops and livestock products","434","Libya","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","510000","E","Estimated value",""
"QCL","Crops and livestock products","434","Libya","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","2200000","E","Estimated value",""
"QCL","Crops and livestock products","440","Lithuania","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","314044","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","8034","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","46903","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","2760","A","Official figure",""
"QCL","Crops and livestock products","450","Madagascar","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1865547","I","Imputed value",""
"QCL","Crops and livestock products","454","Malawi","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","113665","I","Imputed value",""
"QCL","Crops and livestock products","454","Malawi","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1406611","I","Imputed value",""
"QCL","Crops and livestock products","454","Malawi","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","73084","I","Imputed value",""
"QCL","Crops and livestock products","458","Malaysia","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","5959","I","Imputed value",""
"QCL","Crops and livestock products","458","Malaysia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","67937","I","Imputed value",""
"QCL","Crops and livestock products","466","Mali","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","332818","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1699619","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","15815363","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","11357561","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","6374","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","3180","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","7759","A","Official figure",""
"QCL","Crops and livestock products","478","Mauritania","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","102179","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","402786","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","1616962","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","2310362","I","Imputed value",""
"QCL","Crops and livestock products","480","Mauritius","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","4400","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","2457683","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","756513","I","Imputed value",""
"QCL","Crops and livestock products","496","Mongolia","5318","Milk Animals","02212","Raw milk of buffalo","2015","2015","An","413812","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","51435","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1035582","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5318","Milk Animals","02292","Raw milk of goats","2015","2015","An","5932049","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","5720971","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","62812","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5318","Milk Animals","02291","Raw milk of sheep","2015","2015","An","101242","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02293","Raw milk of camel","2015","2015","An","30949","I","Imputed value",""
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02211","Raw milk of cattle","2015","2015","An","1722276","I","Imputed value",""
